post_id,user_id,content,likes,shares,comments,timestamp,platform_x,category,total_engagement,sentiment_score,influencer_id,name,followers,engagement_rate,platform_y,predicted_engagement
2010,1313,Catching up with my favorite show tonight! #tv #entertainment #workout #sportsnews,79535,3716,2631,2024-04-03 04:34:30,Instagram,sports,85882,0.0,1313,John Davis,1267450,0.86,Twitter,57761.447328985196
2011,1144,A well-balanced life is key! Staying healthy and strong. #fitness #wellness #programming #innovation,20304,5372,1360,2024-01-11 03:58:22,Instagram,technology,27036,0.8,1144,Mike Miller,3815655,9.99,Twitter,56427.02070495625
2012,3606,Did anyone else catch the new movie release? #movies #entertainment #celebrity #entertainment,59437,356,2735,2024-10-31 11:54:01,Instagram,entertainment,62528,0.8,3606,Emma Starr,5565871,0.98,Instagram,56441.09210144406
2013,1854,Catching up with my favorite show tonight! #tv #entertainment #fitness #sportsnews,80103,1809,3148,2024-10-02 16:05:35,Instagram,sports,85060,0.8,1854,Jane Smith,1487584,6.5,Twitter,56408.3034665738
2014,4174,Just finished a 5K! Can't wait for the next one! #fitness #health #movies #gossip,43429,7720,1855,2024-07-30 12:44:33,YouTube,entertainment,53004,0.11212121212121212,4174,Emma Starr,8426978,9.29,Instagram,57629.1153351278
2015,616,"Game night with friends, who’s your favorite player? #sports #basketball #fitness #basketball",5588,1995,2669,2024-01-06 14:09:13,TikTok,sports,10252,0.0,616,Emma Smith,3009210,6.68,TikTok,57775.45074087642
2016,2911,Trying out new recipes and loving the results! #food #cooking #entertainment #movies,73207,2894,2761,2024-09-12 00:08:04,YouTube,entertainment,78862,0.25,2911,Anna Brown,3173262,3.05,TikTok,57353.35915676418
2017,2677,Exploring the latest advancements in AI! #tech #future #football #fitness,80841,74,2104,2024-10-06 20:44:39,Instagram,sports,83019,0.0,2677,John Taylor,5888396,3.36,TikTok,57798.59883675039
2018,1701,"Game night with friends, who’s your favorite player? #sports #basketball #travel #fitness",49059,9687,4802,2024-03-27 17:25:29,Twitter,lifestyle,63548,0.0,1701,Emma Starr,1705068,8.52,Twitter,57764.96569265471
2019,3748,Trying out new recipes and loving the results! #food #cooking #gossip #music,86551,1893,1359,2024-10-04 15:07:43,Twitter,entertainment,89803,0.8,3748,Mike Doe,9233257,3.22,YouTube,56470.57717213239
2020,1638,Catching up with my favorite show tonight! #tv #entertainment #style #fitness,25894,8629,3850,2024-09-06 18:17:55,YouTube,lifestyle,38373,0.0,1638,Alex Taylor,7892127,3.65,TikTok,57814.708444567885
2021,4114,Exploring the latest advancements in AI! #tech #future #innovation #tech,26749,2403,1149,2024-08-04 04:41:37,Twitter,technology,30301,0.375,4114,Jane Miller,14756,7.14,YouTube,57116.26011722121
2022,3182,Just finished a 5K! Can't wait for the next one! #fitness #health #AI #tech,1718,3937,2764,2024-06-23 05:40:30,Twitter,technology,8419,0.0,3182,Mike Brown,1076924,2.34,Twitter,57759.91553697367
2023,534,Did anyone else catch the new movie release? #movies #entertainment #AI #tech,10837,5646,342,2024-04-30 16:34:53,YouTube,technology,16825,0.375,534,Anna Wilson,7058500,7.29,Twitter,57172.89045003878
2024,3202,The future of programming is bright! #tech #innovation #style #food,21422,6705,780,2024-09-30 10:43:26,Instagram,lifestyle,28907,0.11212121212121212,3202,John Miller,9516016,4.39,Instagram,57637.87098899469
2025,137,Traveling soon! Any recommendations for amazing places to visit? #travel #wanderlust #entertainment #celebrity,55240,4666,3957,2024-08-25 09:02:30,YouTube,entertainment,63863,0.35378787878787876,137,Alex Miller,2788674,4.41,Instagram,57174.48762079948
2026,4976,"Game night with friends, who’s your favorite player? #sports #basketball #innovation #AI",17860,1259,3334,2024-06-22 07:17:49,YouTube,technology,22453,0.8,4976,John Starr,8433673,3.6,Twitter,56464.14867217049
2027,525,Sustainable living is the future! Let's work towards a greener planet. #lifestyle #sustainability #football #workout,31979,3866,3674,2024-10-20 00:33:40,TikTok,sports,39519,0.0,525,John Starr,6175428,7.65,Instagram,57800.90651824609
2028,1483,Exploring the latest advancements in AI! #tech #future #future #programming,79910,2119,774,2024-01-13 05:45:48,TikTok,technology,82803,0.11212121212121212,1483,Anna Wilson,4246404,6.89,Twitter,57595.504332656885
2029,2463,Trying out new recipes and loving the results! #food #cooking #gossip #music,21497,6380,4152,2024-11-08 16:58:53,TikTok,entertainment,32029,0.375,2463,Emma Taylor,7728463,7.58,Instagram,57178.27682235235
2030,1321,Just finished a 5K! Can't wait for the next one! #fitness #health #programming #future,21543,8550,363,2024-06-18 05:20:38,Twitter,technology,30456,0.8,1321,Anna Brown,2661221,9.09,YouTube,56417.73927995899
2031,2490,"Game night with friends, who’s your favorite player? #sports #basketball #food #fitness",40825,6668,876,2024-08-31 18:23:48,YouTube,lifestyle,48369,0.2556818181818182,2490,Jane Starr,2601672,3.7,Twitter,57339.140717654016
2032,1719,Trying out new recipes and loving the results! #food #cooking #programming #AI,38485,1886,2481,2024-03-25 16:05:18,YouTube,technology,42852,0.8,1719,Sophia Miller,7663632,5.63,Twitter,56457.95769218696
2033,2548,Traveling soon! Any recommendations for amazing places to visit? #travel #wanderlust #tech #programming,94278,4825,1822,2024-05-20 20:08:26,Twitter,technology,100925,0.25,2548,Mike Starr,7232224,9.49,Twitter,57385.99242239023
2034,2666,A well-balanced life is key! Staying healthy and strong. #fitness #wellness #food #travel,80738,4725,2845,2024-05-24 11:21:24,TikTok,lifestyle,88308,0.25,2666,Jane Johnson,8771726,5.01,Twitter,57398.36971927003
2035,3700,Sustainable living is the future! Let's work towards a greener planet. #lifestyle #sustainability #sportsnews #football,33715,3768,3853,2024-01-13 20:07:38,Instagram,sports,41336,0.0,3700,Emma Miller,6530844,5.27,Twitter,57803.76399381146
2036,3147,Trying out new recipes and loving the results! #food #cooking #programming #innovation,91642,1796,2869,2024-04-08 23:18:23,TikTok,technology,96307,0.2556818181818182,3147,Alex Smith,8868140,9.54,YouTube,57389.52190249416
2037,1350,Did anyone else catch the new movie release? #movies #entertainment #innovation #AI,45867,9524,860,2024-11-01 22:56:57,Instagram,technology,56251,0.2556818181818182,1350,Alex Johnson,441506,1.72,Twitter,57321.77340283945
2038,685,The future of programming is bright! #tech #innovation #workout #football,24085,2770,2143,2024-08-28 03:14:25,YouTube,sports,28998,0.35378787878787876,685,Chris Brown,2080686,5.64,Instagram,57168.79553487602
2039,2381,The future of programming is bright! #tech #innovation #sportsnews #workout,374,9777,4952,2024-04-07 21:22:57,YouTube,sports,15103,0.2556818181818182,2381,Anna Davis,6170673,0.76,YouTube,57367.83479206334
2040,1775,Sustainable living is the future! Let's work towards a greener planet. #lifestyle #sustainability #fitness #sportsnews,62374,4100,3697,2024-07-20 12:10:11,TikTok,sports,70171,0.8,1775,Jane Starr,1699307,8.59,TikTok,56410.00567834571
2041,2831,Just finished a 5K! Can't wait for the next one! #fitness #health #future #AI,72315,1503,2072,2024-01-19 03:36:38,YouTube,technology,75890,0.11212121212121212,2831,Emma Johnson,9555352,2.9,Instagram,57638.18724278979
2042,4722,Catching up with my favorite show tonight! #tv #entertainment #sportsnews #fitness,17465,3681,516,2024-01-25 21:21:22,YouTube,sports,21662,0.0,4722,Mike Starr,5420327,6.34,TikTok,57794.83565295898
2043,1563,Traveling soon! Any recommendations for amazing places to visit? #travel #wanderlust #fitness #football,75523,3757,3488,2024-06-03 15:28:17,YouTube,sports,82768,0.35378787878787876,1563,Jane Brown,4548820,0.57,Twitter,57188.638852557415
2044,3191,Catching up with my favorite show tonight! #tv #entertainment #entertainment #celebrity,49859,8648,4868,2024-02-17 07:21:23,YouTube,entertainment,63375,0.0,3191,Emma Wilson,4530167,9.11,Twitter,57787.678939560414
2045,2158,Sustainable living is the future! Let's work towards a greener planet. #lifestyle #sustainability #style #fitness,56900,131,3386,2024-08-06 14:33:39,Instagram,lifestyle,60417,0.25,2158,Alex Starr,9116862,2.62,Twitter,57401.144545633295
2046,1832,A well-balanced life is key! Staying healthy and strong. #fitness #wellness #future #innovation,99346,1941,2903,2024-08-24 12:10:51,Instagram,technology,104190,0.0,1832,Mike Smith,4404652,9.91,Instagram,57786.66982335409
2047,400,Exploring the latest advancements in AI! #tech #future #fitness #wellness,78508,3871,3087,2024-08-19 06:12:42,YouTube,lifestyle,85466,0.2556818181818182,400,Anna Starr,9511527,5.09,TikTok,57394.69460893274
2048,948,Exploring the latest advancements in AI! #tech #future #AI #programming,83064,7410,2388,2024-10-18 18:14:13,Twitter,technology,92862,0.375,948,Jane Starr,8211596,4.27,YouTube,57182.161117776086
2049,2750,Just finished a 5K! Can't wait for the next one! #fitness #health #tech #programming,20480,5563,4805,2024-09-01 22:12:15,TikTok,technology,30848,0.35378787878787876,2750,John Doe,4960140,1.51,Instagram,57191.94578541791
2050,3554,Just finished a 5K! Can't wait for the next one! #fitness #health #food #wellness,28986,3338,4986,2024-07-22 22:06:08,YouTube,lifestyle,37310,0.0,3554,Jane Smith,7827789,6.63,YouTube,57814.1911795519
2051,4101,Sustainable living is the future! Let's work towards a greener planet. #lifestyle #sustainability #travel #food,43592,9496,2825,2024-01-07 22:00:43,Twitter,lifestyle,55913,0.11212121212121212,4101,Jane Starr,9793179,7.83,TikTok,57640.09932564842
2052,1539,Sustainable living is the future! Let's work towards a greener planet. #lifestyle #sustainability #food #wellness,57153,9490,2414,2024-04-23 19:02:46,Instagram,lifestyle,69057,0.25,1539,Alex Smith,3494491,0.7,Twitter,57355.94177549374
2053,1311,Trying out new recipes and loving the results! #food #cooking #basketball #fitness,34745,3456,2629,2024-04-05 22:19:51,Twitter,sports,40830,0.0,1311,Anna Johnson,2949664,3.94,Twitter,57774.9720026091
2054,3509,A well-balanced life is key! Staying healthy and strong. #fitness #wellness #football #fitness,71766,8933,1023,2024-02-04 16:43:12,Instagram,sports,81722,0.11212121212121212,3509,Sarah Doe,2355344,2.41,Instagram,57580.30057778192
2055,2131,"Game night with friends, who’s your favorite player? #sports #basketball #basketball #football",72346,5570,4076,2024-02-04 10:12:27,Twitter,sports,81992,0.8,2131,Anna Doe,7953467,0.73,Instagram,56460.2879092579
2056,259,Did anyone else catch the new movie release? #movies #entertainment #workout #football,82900,345,2130,2024-05-01 13:13:07,Instagram,sports,85375,0.35378787878787876,259,Jane Starr,3345014,7.7,YouTube,57178.96048627554
2057,925,Exploring the latest advancements in AI! #tech #future #basketball #football,18316,5501,788,2024-02-10 05:10:35,Instagram,sports,24605,0.8,925,John Wilson,9497063,3.74,Twitter,56472.69812110204
2058,168,Exploring the latest advancements in AI! #tech #future #movies #entertainment,15367,8764,3489,2024-02-13 16:04:24,YouTube,entertainment,27620,0.25,168,Oliver Starr,5784580,6.28,Twitter,57374.35364597794
2059,1960,"Game night with friends, who’s your favorite player? #sports #basketball #programming #AI",79424,3667,3967,2024-05-30 08:29:33,TikTok,technology,87058,0.0,1960,Jane Taylor,2081634,1.91,Twitter,57767.9932101096
2060,2955,Just finished a 5K! Can't wait for the next one! #fitness #health #basketball #sportsnews,14487,1080,2054,2024-03-09 01:40:26,Twitter,sports,17621,0.0,2955,John Starr,850839,9.39,YouTube,57758.09785751299
2061,409,Sustainable living is the future! Let's work towards a greener planet. #lifestyle #sustainability #basketball #workout,24778,8304,4394,2024-06-02 05:11:58,Twitter,sports,37476,0.25,409,Sarah Brown,6888563,6.71,Instagram,57383.22945474029
2062,3234,Trying out new recipes and loving the results! #food #cooking #entertainment #music,35789,2993,713,2024-09-02 00:33:32,TikTok,entertainment,39495,0.25,3234,Anna Smith,2877605,5.74,YouTube,57350.98213194473
2063,2097,Sustainable living is the future! Let's work towards a greener planet. #lifestyle #sustainability #programming #AI,95550,5385,3123,2024-10-16 18:10:49,YouTube,technology,104058,0.25,2097,Sophia Smith,961733,6.21,Twitter,57335.57889341194
2064,3696,Catching up with my favorite show tonight! #tv #entertainment #workout #fitness,406,6459,891,2024-01-28 16:12:58,YouTube,sports,7756,0.8,3696,Alex Johnson,3929484,4.03,TikTok,56427.935867993736
2065,4545,A well-balanced life is key! Staying healthy and strong. #fitness #wellness #entertainment #music,34378,2653,4194,2024-10-10 04:16:48,Twitter,entertainment,41225,0.8,4545,Jane Starr,7742035,0.85,TikTok,56458.588037069436
2066,2135,Did anyone else catch the new movie release? #movies #entertainment #music #gossip,28761,8594,4410,2024-09-14 16:03:40,TikTok,entertainment,41765,0.35378787878787876,2135,Anna Wilson,2443124,7.69,YouTube,57171.70946595667
2067,4721,Trying out new recipes and loving the results! #food #cooking #entertainment #celebrity,58348,9402,3137,2024-09-01 19:03:46,Instagram,entertainment,70887,0.35378787878787876,4721,Anna Wilson,4424695,7.84,YouTube,57187.640911680945
2068,601,Traveling soon! Any recommendations for amazing places to visit? #travel #wanderlust #movies #gossip,92732,5378,3399,2024-06-26 09:25:49,TikTok,entertainment,101509,0.0,601,Jane Taylor,4313416,5.22,Instagram,57785.936303645685
2069,3703,"Game night with friends, who’s your favorite player? #sports #basketball #celebrity #music",96780,6329,3158,2024-09-10 04:53:39,Twitter,entertainment,106267,0.25,3703,Alex Smith,6759200,7.8,Twitter,57382.18940136182
2070,3835,"Game night with friends, who’s your favorite player? #sports #basketball #style #wellness",16452,9348,18,2024-09-03 13:04:27,Instagram,lifestyle,25818,0.2556818181818182,3835,Alex Starr,1995571,5.21,Twitter,57334.26778340895
2071,301,The future of programming is bright! #tech #innovation #football #basketball,83508,3368,3229,2024-06-02 12:08:49,Instagram,sports,90105,0.0,301,Chris Taylor,9359665,7.22,YouTube,57826.5071648738
2072,1441,Catching up with my favorite show tonight! #tv #entertainment #tech #future,19334,4664,3368,2024-08-15 10:14:13,TikTok,technology,27366,0.2556818181818182,1441,Chris Doe,6423822,9.93,Twitter,57369.87006082416
2073,1081,Sustainable living is the future! Let's work towards a greener planet. #lifestyle #sustainability #style #travel,89987,6375,4793,2024-09-06 15:26:48,YouTube,lifestyle,101155,0.25,1081,Sophia Brown,1053113,5.05,Instagram,57336.31357085236
2074,1308,Catching up with my favorite show tonight! #tv #entertainment #sportsnews #fitness,68906,4353,3754,2024-06-14 23:08:44,Twitter,sports,77013,0.0,1308,Mike Smith,1230979,7.48,YouTube,57761.154109233285
2075,253,Just finished a 5K! Can't wait for the next one! #fitness #health #tech #future,89858,8904,4129,2024-08-14 12:48:24,Instagram,technology,102891,0.375,253,Jane Miller,6261885,6.77,Twitter,57166.48582025986
2076,2521,The future of programming is bright! #tech #innovation #tech #AI,77739,8631,1854,2024-07-22 15:46:12,Instagram,technology,88224,0.0,2521,Sarah Starr,8692325,5.24,Instagram,57821.141880970456
2077,2684,Exploring the latest advancements in AI! #tech #future #sportsnews #workout,8417,6085,1019,2024-07-20 05:16:23,YouTube,sports,15521,0.0,2684,John Davis,394822,7.47,Twitter,57754.4315694593
2078,4516,"Game night with friends, who’s your favorite player? #sports #basketball #gossip #movies",9673,9749,2427,2024-01-11 13:59:43,TikTok,entertainment,21849,0.2556818181818182,4516,Chris Smith,4995997,7.24,YouTube,57358.390625320084
2079,3160,Sustainable living is the future! Let's work towards a greener planet. #lifestyle #sustainability #fitness #football,38309,3100,61,2024-05-28 15:10:21,YouTube,sports,41470,0.0,3160,Anna Brown,1173662,5.44,Twitter,57760.69329169277
2080,2564,A well-balanced life is key! Staying healthy and strong. #fitness #wellness #tech #programming,20234,1731,3943,2024-10-03 09:56:15,Instagram,technology,25908,0.11212121212121212,2564,Sophia Doe,8854913,3.5,YouTube,57632.55584935919
2081,4170,Traveling soon! Any recommendations for amazing places to visit? #travel #wanderlust #tech #programming,55702,938,1598,2024-01-08 13:54:03,Twitter,technology,58238,0.11212121212121212,4170,Chris Miller,2084830,6.58,TikTok,57578.125697795964
2082,2056,A well-balanced life is key! Staying healthy and strong. #fitness #wellness #football #workout,62393,2765,4170,2024-06-21 07:09:30,YouTube,sports,69328,0.0,2056,Oliver Johnson,7175682,0.76,Twitter,57808.94836600804
2083,3428,Did anyone else catch the new movie release? #movies #entertainment #basketball #sportsnews,43611,9317,3660,2024-07-02 06:04:30,TikTok,sports,56588,0.11212121212121212,3428,Sophia Smith,9074754,7.63,Twitter,57634.32332827338
2084,3893,"Game night with friends, who’s your favorite player? #sports #basketball #entertainment #music",40440,761,971,2024-08-14 23:47:37,Instagram,entertainment,42172,0.375,3893,Oliver Wilson,5965294,5.98,TikTok,57164.10128626194
2085,201,Trying out new recipes and loving the results! #food #cooking #entertainment #movies,53471,2199,130,2024-01-25 17:16:13,Instagram,entertainment,55800,0.8,201,Alex Brown,3961094,1.1,Twitter,56428.19000625037
2086,927,Traveling soon! Any recommendations for amazing places to visit? #travel #wanderlust #fitness #food,9994,9348,1886,2024-01-21 12:36:47,YouTube,lifestyle,21228,0.0,927,Emma Starr,1404233,3.68,Twitter,57762.5470377216
2087,4078,Traveling soon! Any recommendations for amazing places to visit? #travel #wanderlust #wellness #style,73632,4105,743,2024-03-27 06:38:09,Twitter,lifestyle,78480,0.35378787878787876,4078,Jane Smith,9170071,7.99,Twitter,57225.79281246333
2088,3151,A well-balanced life is key! Staying healthy and strong. #fitness #wellness #wellness #style,54024,8060,4293,2024-02-06 21:44:26,TikTok,lifestyle,66377,0.11212121212121212,3151,Chris Starr,3313293,6.48,TikTok,57588.002301565786
2089,672,A well-balanced life is key! Staying healthy and strong. #fitness #wellness #gossip #celebrity,36342,6829,1852,2024-06-26 12:39:43,YouTube,entertainment,45023,0.0,672,Sarah Wilson,3801124,6.95,YouTube,57781.81757552896
2090,2438,Did anyone else catch the new movie release? #movies #entertainment #basketball #fitness,85030,3408,2367,2024-02-27 01:39:06,YouTube,sports,90805,0.8,2438,Emma Smith,9880233,2.32,TikTok,56475.77873343346
2091,2402,"Game night with friends, who’s your favorite player? #sports #basketball #basketball #sportsnews",78534,8561,809,2024-01-31 17:48:49,YouTube,sports,87904,0.11212121212121212,2402,Alex Starr,8472401,5.7,Twitter,57629.4805272199
2092,686,Exploring the latest advancements in AI! #tech #future #basketball #sportsnews,16895,9739,2261,2024-05-17 17:20:53,YouTube,sports,28895,0.35378787878787876,686,Mike Davis,8417701,8.78,TikTok,57219.74390388546
2093,3000,Traveling soon! Any recommendations for amazing places to visit? #travel #wanderlust #fitness #basketball,30625,4649,3672,2024-07-07 07:07:26,TikTok,sports,38946,0.25,3000,Oliver Smith,5559810,1.79,Twitter,57372.546538861694
2094,3606,Just finished a 5K! Can't wait for the next one! #fitness #health #basketball #football,86997,2692,571,2024-01-14 18:39:58,Instagram,sports,90260,0.0,3606,Emma Starr,5565871,0.98,Instagram,57796.0057984327
2095,2102,Traveling soon! Any recommendations for amazing places to visit? #travel #wanderlust #gossip #music,7137,8172,4246,2024-08-10 02:48:52,YouTube,entertainment,19555,0.35378787878787876,2102,Chris Starr,7989468,1.11,YouTube,57216.30099379198
2096,2635,Trying out new recipes and loving the results! #food #cooking #gossip #music,50057,5306,114,2024-05-06 02:13:38,TikTok,entertainment,55477,0.25,2635,Chris Brown,2907146,1.53,YouTube,57351.219635843474
2097,2054,Exploring the latest advancements in AI! #tech #future #sportsnews #fitness,89208,8340,3215,2024-07-15 08:59:02,TikTok,sports,100763,0.11212121212121212,2054,Jane Wilson,7126523,8.19,Twitter,57618.65992966953
2098,2761,"Game night with friends, who’s your favorite player? #sports #basketball #entertainment #gossip",68730,4445,2041,2024-04-13 12:04:49,YouTube,entertainment,75216,0.25,2761,Sarah Davis,5769561,9.47,Twitter,57374.23289613686
2099,3138,Traveling soon! Any recommendations for amazing places to visit? #travel #wanderlust #fitness #sportsnews,23644,1894,693,2024-07-01 11:42:21,YouTube,sports,26231,0.0,3138,Oliver Miller,4108050,6.88,TikTok,57784.2852009183
2100,3489,Catching up with my favorite show tonight! #tv #entertainment #music #gossip,69483,231,3239,2024-01-09 03:51:21,Instagram,entertainment,72953,0.11212121212121212,3489,Chris Taylor,8340699,0.99,Instagram,57628.42166873601
2101,3578,Traveling soon! Any recommendations for amazing places to visit? #travel #wanderlust #wellness #travel,54368,9260,4689,2024-04-19 01:59:24,YouTube,lifestyle,68317,0.0,3578,Sarah Miller,9223022,9.08,TikTok,57825.40858171019
2102,4345,Exploring the latest advancements in AI! #tech #future #football #fitness,60326,3195,4385,2024-10-07 09:30:55,Twitter,sports,67906,0.0,4345,Oliver Wilson,5599585,8.01,YouTube,57796.276852440424
2103,4496,"Game night with friends, who’s your favorite player? #sports #basketball #style #food",17279,8677,791,2024-02-26 17:34:32,TikTok,lifestyle,26747,0.25,4496,John Davis,6813435,1.16,TikTok,57382.625440221316
2104,2120,Did anyone else catch the new movie release? #movies #entertainment #gossip #movies,77406,3037,280,2024-05-04 07:48:00,YouTube,entertainment,80723,0.25,2120,John Davis,9401678,7.98,Twitter,57403.434410919675
2105,1579,"Game night with friends, who’s your favorite player? #sports #basketball #entertainment #music",25824,4141,3282,2024-04-03 13:31:58,YouTube,entertainment,33247,0.0,1579,Sophia Miller,2371758,2.55,Twitter,57770.32575068438
2106,3473,Traveling soon! Any recommendations for amazing places to visit? #travel #wanderlust #fitness #sportsnews,26364,2071,1816,2024-05-08 19:45:37,YouTube,sports,30251,0.0,3473,Jane Davis,3095294,8.82,Instagram,57776.1428395061
2107,2911,Just finished a 5K! Can't wait for the next one! #fitness #health #wellness #food,34355,4897,942,2024-04-13 01:54:32,YouTube,lifestyle,40194,0.25,2911,Anna Brown,3173262,3.05,TikTok,57353.35915676418
2108,3938,The future of programming is bright! #tech #innovation #fitness #sportsnews,66036,478,598,2024-04-28 21:47:32,YouTube,sports,67112,0.2556818181818182,3938,Mike Doe,8699154,0.58,TikTok,57388.163287896365
2109,326,Exploring the latest advancements in AI! #tech #future #AI #innovation,98436,1188,3045,2024-10-31 22:30:24,YouTube,technology,102669,0.2556818181818182,326,Oliver Johnson,5321632,1.85,Instagram,57361.00866743335
2110,3763,The future of programming is bright! #tech #innovation #food #fitness,37241,6851,1810,2024-08-11 19:41:51,TikTok,lifestyle,45902,0.0,3763,Anna Doe,9226491,2.81,Twitter,57825.43647179599
2111,1414,"Game night with friends, who’s your favorite player? #sports #basketball #tech #AI",68392,6191,2121,2024-07-28 03:02:52,TikTok,technology,76704,0.375,1414,Sophia Johnson,3711397,5.57,YouTube,57145.980392423866
2112,3606,Trying out new recipes and loving the results! #food #cooking #celebrity #entertainment,33846,6337,4470,2024-08-06 02:21:17,YouTube,entertainment,44653,0.0,3606,Emma Starr,5565871,0.98,Instagram,57796.0057984327
2113,2774,"Game night with friends, who’s your favorite player? #sports #basketball #movies #music",90107,2641,1735,2024-08-01 15:22:38,Twitter,entertainment,94483,0.35378787878787876,2774,Emma Miller,2028313,5.94,YouTube,57168.37446613465
2114,4087,Traveling soon! Any recommendations for amazing places to visit? #travel #wanderlust #movies #gossip,99048,3667,496,2024-08-02 02:11:33,YouTube,entertainment,103211,0.8,4087,Sarah Taylor,8412238,9.83,Instagram,56463.97633893636
2115,3982,Catching up with my favorite show tonight! #tv #entertainment #food #travel,81057,7474,1853,2024-01-27 04:36:52,YouTube,lifestyle,90384,0.0,3982,Sarah Taylor,6787689,6.77,Twitter,57805.82897769397
2116,3331,A well-balanced life is key! Staying healthy and strong. #fitness #wellness #movies #gossip,65184,4428,1026,2024-07-18 05:17:44,YouTube,entertainment,70638,0.375,3331,Sophia Starr,7368160,1.95,TikTok,57175.38005625676
2117,1590,Just finished a 5K! Can't wait for the next one! #fitness #health #sportsnews #fitness,81551,8462,1844,2024-08-08 22:27:42,Instagram,sports,91857,0.0,1590,Sarah Miller,2506507,7.9,Twitter,57771.409106456085
2118,4145,Did anyone else catch the new movie release? #movies #entertainment #travel #fitness,99618,1152,2866,2024-01-22 04:14:29,Twitter,lifestyle,103636,0.8,4145,Mike Johnson,4986737,9.3,Twitter,56436.435976638
2119,773,Traveling soon! Any recommendations for amazing places to visit? #travel #wanderlust #future #AI,89431,1126,1666,2024-05-22 20:40:52,Twitter,technology,92223,0.0,773,Sarah Taylor,2769737,1.07,Twitter,57773.52542449768
2120,702,"Game night with friends, who’s your favorite player? #sports #basketball #future #tech",42607,9290,1443,2024-03-03 11:00:10,YouTube,technology,53340,0.25,702,Anna Taylor,2795199,8.92,Instagram,57350.31960372023
2121,3369,Trying out new recipes and loving the results! #food #cooking #basketball #football,10729,6984,3357,2024-05-14 10:08:04,Twitter,sports,21070,0.35378787878787876,3369,Oliver Brown,8879184,1.77,TikTok,57223.454137516834
2122,4512,Just finished a 5K! Can't wait for the next one! #fitness #health #fitness #style,85797,6479,1836,2024-08-21 17:54:45,YouTube,lifestyle,94112,0.2556818181818182,4512,Anna Johnson,8488340,6.03,Instagram,57386.468384307795
2123,906,Exploring the latest advancements in AI! #tech #future #workout #fitness,36799,688,684,2024-04-17 05:38:05,YouTube,sports,38171,0.8,906,John Johnson,5610983,7.77,Instagram,56441.454793156605
2124,905,Traveling soon! Any recommendations for amazing places to visit? #travel #wanderlust #style #travel,45006,8047,3371,2024-07-16 18:09:41,Instagram,lifestyle,56424,0.35378787878787876,905,Sarah Brown,5747549,6.35,YouTube,57198.276400746
2125,1140,A well-balanced life is key! Staying healthy and strong. #fitness #wellness #music #gossip,77727,1716,4819,2024-05-28 17:38:48,Twitter,entertainment,84262,0.0,1140,Jane Smith,6375039,8.21,Instagram,57802.51135189195
2126,4379,The future of programming is bright! #tech #innovation #AI #tech,87872,9821,1869,2024-09-02 21:28:54,Twitter,technology,99562,0.0,4379,Sophia Doe,7672901,1.63,Instagram,57812.94591013417
2127,842,Traveling soon! Any recommendations for amazing places to visit? #travel #wanderlust #movies #celebrity,92343,4290,3927,2024-03-01 01:40:40,Twitter,entertainment,100560,0.2556818181818182,842,Oliver Smith,7580538,1.25,Instagram,57379.16983265792
2128,4783,Trying out new recipes and loving the results! #food #cooking #fitness #football,64528,3081,3487,2024-03-10 17:19:25,TikTok,sports,71096,0.35378787878787876,4783,Mike Smith,1466285,4.67,YouTube,57163.85587024406
2129,4384,Sustainable living is the future! Let's work towards a greener planet. #lifestyle #sustainability #sportsnews #football,26664,295,2157,2024-10-17 08:16:18,Twitter,sports,29116,0.2556818181818182,4384,Chris Smith,2947758,0.84,Instagram,57341.92318183265
2130,2342,A well-balanced life is key! Staying healthy and strong. #fitness #wellness #AI #innovation,85298,9216,1545,2024-11-07 16:30:09,Instagram,technology,96059,0.25,2342,Emma Smith,2749100,3.14,Twitter,57349.948976719505
2131,2305,Did anyone else catch the new movie release? #movies #entertainment #AI #innovation,15678,2825,3778,2024-08-15 14:23:52,YouTube,technology,22281,0.11212121212121212,2305,Chris Starr,4536927,2.09,Instagram,57597.84008111412
2132,4919,Traveling soon! Any recommendations for amazing places to visit? #travel #wanderlust #wellness #travel,4708,5327,2415,2024-05-02 14:10:53,Twitter,lifestyle,12450,0.25,4919,Oliver Miller,3004130,5.35,TikTok,57351.99936835476
2133,90,The future of programming is bright! #tech #innovation #future #AI,83034,8960,4379,2024-10-25 05:18:20,YouTube,technology,96373,0.375,90,Jane Wilson,2936297,3.04,TikTok,57139.748739063536
2134,1646,Exploring the latest advancements in AI! #tech #future #music #entertainment,98386,1586,372,2024-09-30 07:29:28,YouTube,entertainment,100344,0.2556818181818182,1646,Emma Johnson,5994316,9.45,YouTube,57366.41691605809
2135,1798,Trying out new recipes and loving the results! #food #cooking #innovation #tech,71750,5814,1958,2024-08-23 02:03:31,TikTok,technology,79522,0.8,1798,Sarah Starr,2503844,9.46,YouTube,56416.473999465
2136,874,"Game night with friends, who’s your favorite player? #sports #basketball #AI #tech",23968,5398,4973,2024-05-05 22:59:26,Twitter,technology,34339,0.35378787878787876,874,Jane Taylor,3471227,1.26,Twitter,57179.975214266204
2137,3022,Exploring the latest advancements in AI! #tech #future #food #wellness,37680,1214,2374,2024-01-22 15:07:25,Twitter,lifestyle,41268,0.8,3022,Anna Brown,1681369,4.36,Instagram,56409.86146031194
